Make,Model,Track Sizes (Base),Track Sizes (Display),Track Sizes (Canonical w/ N/W)
Kobelco,Sk 13SR,230x48x70,230x48x70,230x48x70
Kobelco,Sk 15MSR,230x48x70,230x48x70,230x48x70
Kobelco,Sk 15R,250x48x72;230x48x72,250x48x72;230x48x72,250x48x72;230x48x72
Kobelco,Sk 15SR,250x48x72;230x48x72,250x48x72;230x48x72,250x48x72;230x48x72
Kobelco,Sk 16MSR ('2001),230x48x70,230x48x70,230x48x70
Kobelco,Sk 17,230x48x70,230x48x70,230x48x70
Kobelco,Sk 17 SR 3,230x48x70,230x48x70,230x48x70
Kobelco,Sk 17 SR 5,230x72x46,230x72x46,230x72x46
Kobelco,Sk 20SR,250x96x38;250x48x76,250x96x38;250x48x76,250x96x38;250x48x76
Kobelco,Sk 20SR-3,250x52.5x76;300x52.5x76,250x52.5x76 (Narrow);300x52.5x76 (Narrow),250x52.5x76(N);300x52.5x76(N)
Kobelco,Sk 20UR ('2000),250x109x35;300x52.5x72,250x109x35;300x52.5x72,250x109x35;300x52.5x72
Kobelco,Sk 25SR,300x109x38;300x52.5x78,300x109x38;300x52.5x78,300x109x38;300x52.5x78
Kobelco,Sk 25SR-2,250x52.5x76;300x52.5x76,250x52.5x76 (Narrow);300x52.5x76 (Narrow),250x52.5x76(N);300x52.5x76(N)
Kobelco,Sk 25SR-6,250x55.5x79,250x55.5x79,250x55.5x79
Kobelco,Sk 27,300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
Kobelco,Sk 27SR-3,250x52.5x80;300x52.5x80,250x52.5x80 (Narrow);300x52.5x80 (Narrow),250x52.5x80(N);300x52.5x80(N)
Kobelco,Sk 27SR-5,250x52.5x80;300x52.5x80,250x52.5x80 (Narrow);300x52.5x80 (Narrow),250x52.5x80(N);300x52.5x80(N)
Kobelco,Sk 28SR-6,300x52.5x88,300x52.5x88,300x52.5x88
Kobelco,Sk 30SR,300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
Kobelco,Sk 30SR-1,300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
Kobelco,Sk 30SR-2 ('2001),300x52.5x82,300x52.5x82,300x52.5x82
Kobelco,Sk 30SR-3,300x52.5x82;300x52.5x82,300x52.5x82;300x52.5x82 (Narrow),300x52.5x82;300x52.5x82(N)
Kobelco,Sk 30SR-5,300x52.5x88;300x52.5x88,300x52.5x88;300x52.5x88 (Narrow),300x52.5x88;300x52.5x88(N)
Kobelco,Sk 30SR-6,300x52.5x88;300x52.5x88,300x52.5x88;300x52.5x88 (Narrow),300x52.5x88;300x52.5x88(N)
Kobelco,Sk 30UR,300x52.5x82,300x52.5x82,300x52.5x82
Kobelco,Sk 30UR-1,300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
Kobelco,Sk 30UR-2,300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
Kobelco,Sk 40SR ('96-'06),400x74x68;400x72.5x70,400x74x68;400x72.5x70 (Narrow),400x74x68;400x72.5x70(N)
Kobelco,Sk 40SR-ZT,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 40SR3 ('96-'06),400x74x68;400x72.5x70,400x74x68;400x72.5x70 (Narrow),400x74x68;400x72.5x70(N)
Kobelco,Sk 45,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 45-1,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 45SR,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 45SR-2,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 50,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 50-1,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 50SR,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 50SR-3,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 50UR,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 50UR-1,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 50UR-2,400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Kobelco,Sk 55SRX,400x72.5x74,400x72.5x74,400x72.5x74
Kobelco,Sk 55SRX 6E,400x72.5x74,400x72.5x74,400x72.5x74
Kobelco,Sk 60,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 60-1,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 60-2,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 60-3 (untill'97),450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 60UR,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 70SR,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 70SR-1E,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 70SR-2,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 75-3,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 75SR,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 75UR,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 75UR-1,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 80CS,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 80MSR,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 85CS,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 85MSR,450x81.5x74;450x81x76,450x81.5x74;450x81x76 (Narrow),450x81.5x74;450x81x76(N)
Kobelco,Sk 95UR,450x81x78;450x81x78,450x81x78;450x81x78 (Narrow),450x81x78;450x81x78(N)
Kobelco,Sk25SR-3,250x52.5x80;300x52.5x80,250x52.5x80 (Narrow);300x52.5x80 (Narrow),250x52.5x80(N);300x52.5x80(N)
Kobelco,Sk25SR-5,250x52.5x80;300x52.5x80,250x52.5x80 (Narrow);300x52.5x80 (Narrow),250x52.5x80(N);300x52.5x80(N)
Kobelco,Z11 (Crawler Crane),180x72x37,180x72x37,180x72x37
Kobelco,Z13 (Crawler Crane),300x109x38;300x52.5x78,300x109x38;300x52.5x78,300x109x38;300x52.5x78
Kobelco,Z14 (Crawler Crane),300x109x40;300x52.5x82,300x109x40;300x52.5x82,300x109x40;300x52.5x82
Kobelco,Z15 (Crawler Crane),350x109x41;350x52.5x84,350x109x41;350x52.5x84,350x109x41;350x52.5x84
Kobelco,Z16 (Crawler Crane),400x74x72;400x72.5x73,400x74x72;400x72.5x73 (Narrow),400x74x72;400x72.5x73(N)
Komatsu,1020 Turbo,320x86x56;450x86x56,320x86x56;450x86x56,320x86x56;450x86x56
Komatsu,820 Turbo,320x86x52,320x86x52,320x86x52
Komatsu,CK 1122,450x86x56,450x86x56,450x86x56
Komatsu,CK 1122-5,450x86x56,450x86x56,450x86x56
Komatsu,CK 16,320x86x48,320x86x48,320x86x48
Komatsu,CK 20,320x86x52,320x86x52,320x86x52
Komatsu,CK 20-1,320x86x52,320x86x52,320x86x52
Komatsu,CK 25,320x86x52,320x86x52,320x86x52
Komatsu,CK 25-1,320x86x52,320x86x52,320x86x52
Komatsu,CK 30,450x86x56,450x86x56,450x86x56
Komatsu,CK 30-1,450x86x56,450x86x56,450x86x56
Komatsu,CK 35,450x86x56,450x86x56,450x86x56
Komatsu,CK 35-1,450x86x56,450x86x56,450x86x56
Komatsu,D27R-8,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Komatsu,PC 03,180x72x37,180x72x37,180x72x37
Komatsu,PC 03 avance,180x72x37,180x72x37,180x72x37
Komatsu,PC 03-1 (SN>1001),180x72x37,180x72x37,180x72x37
Komatsu,PC 03-2,180x72x37,180x72x37,180x72x37
Komatsu,PC 03-2 avance (SN>15001),180x72x37,180x72x37,180x72x37
Komatsu,PC 05,230x72x42;230x48x62;230x96x31,230x72x42;230x48x62;230x96x31,230x72x42;230x48x62;230x96x31
Komatsu,PC 05 avance R (8000<Sn&lt; 10619),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 05 avance R (SN>10616),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 05-1(SN>1001),230x72x42,230x72x42,230x72x42
Komatsu,PC 05-2,230x72x42,230x72x42,230x72x42
Komatsu,PC 05-5(SN>2501),230x72x42,230x72x42,230x72x42
Komatsu,PC 05-6(SN<5001),230x72x42,230x72x42,230x72x42
Komatsu,PC 05-6(SN>5001),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 05-7,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 05-8,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 05-R(S/N 8001-10618),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 05-R(SN>10618),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 07,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 07 avance R (S/N 3001-5460),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 07-1(S/N>1001),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 07-2,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 07-2E(SN F11149),230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 07-6,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 07-7,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 07FR-1,230x72x47,230x72x47,230x72x47
Komatsu,PC 07R,230x96x31;230x48x62,230x96x31;230x48x62,230x96x31;230x48x62
Komatsu,PC 08,200x72x40,200x72x40,200x72x40
Komatsu,PC 08 avance (SN>1000),200x72x40,200x72x40,200x72x40
Komatsu,PC 08U,200x72x40,200x72x40,200x72x40
Komatsu,PC 08UU,200x72x40,200x72x40,200x72x40
Komatsu,PC 08UU-1,200x72x40,200x72x40,200x72x40
Komatsu,PC 09,180x72x37,180x72x37,180x72x37
Komatsu,PC 09-1 (2006),180x72x37,180x72x37,180x72x37
Komatsu,PC 09FR,200x72x40,200x72x40,200x72x40
Komatsu,PC 09FR-1,200x72x43,200x72x43,200x72x43
Komatsu,PC 10-6 (SN>20001),300x52.5x76;250x52.5x76,300x52.5x76 (Narrow);250x52.5x76 (Narrow),300x52.5x76(N);250x52.5x76(N)
Komatsu,PC 10FR,260x97x40;250x48.5x80,260x97x40;250x48.5x80,260x97x40;250x48.5x80
Komatsu,PC 10MR,200x72x41,200x72x41,200x72x41
Komatsu,PC 10MR-1 avance (SN>30001),180x72x41,180x72x41,180x72x41
Komatsu,PC 10UU,200x72x41,200x72x41,200x72x41
Komatsu,PC 10UU-3 avance (SN>10001),180x72x41,180x72x41,180x72x41
Komatsu,PC 20 MR ('2006),250x52.5x78;300x52.5x78,250x52.5x78;300x52.5x78 (Narrow),250x52.5x78;300x52.5x78(N)
Komatsu,PC 20-2,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 20-6,300x109x39;300x109x41,300x109x39;300x109x41,300x109x39;300x109x41
Komatsu,PC 20-7 (S/N < F20419),300x109x39,300x109x39,300x109x39
Komatsu,PC 20-7 (S/N > F20419),300x55x78,300x55x78,300x55x78
Komatsu,PC 20FR-1,260x97x40;250x48.5x80,260x97x40;250x48.5x80,260x97x40;250x48.5x80
Komatsu,PC 20FR-2,260x97x40;250x48.5x80,260x97x40;250x48.5x80,260x97x40;250x48.5x80
Komatsu,PC 20MR-1 avance (SN > 10001),250x52.5x78;300x52.5x78,250x52.5x78;300x52.5x78 (Narrow),250x52.5x78;300x52.5x78(N)
Komatsu,PC 20MRX,250x52.5x78;300x52.5x78,250x52.5x78;300x52.5x78 (Narrow),250x52.5x78;300x52.5x78(N)
Komatsu,PC 20MRX Utility,250x52.5x78;300x52.5x78,250x52.5x78;300x52.5x78 (Narrow),250x52.5x78;300x52.5x78(N)
Komatsu,PC 20R,260x52.5x76;250x52.5x76;300x52.5x76,260x52.5x76;250x52.5x76 (Narrow);300x52.5x76 (Narrow),260x52.5x76;250x52.5x76(N);300x52.5x76(N)
Komatsu,PC 20R Utility,300x55x78;300x52.5x80,300x55x78;300x52.5x80 (Narrow),300x55x78;300x52.5x80(N)
Komatsu,PC 20R-8 (SN > 10000) [OEM 260x52.5x76],260x52.5x76;250x52.5x76;300x52.5x76,260x52.5x76;250x52.5x76 (Narrow);300x52.5x76 (Narrow),260x52.5x76;250x52.5x76(N);300x52.5x76(N)
Komatsu,PC 20R-8 [OEM 260x109x37],260x109x37,260x109x37,260x109x37
Komatsu,PC 20UU,250x52.5x78;300x52.5x78,250x52.5x78;300x52.5x78 (Narrow),250x52.5x78;300x52.5x78(N)
Komatsu,PC 20UU-3 avance (SN > 10001),250x52.5x78;300x52.5x78,250x52.5x78;300x52.5x78 (Narrow),250x52.5x78;300x52.5x78(N)
Komatsu,PC 22MR-3,250x52.5x78;300x52.5x78,250x52.5x78;300x52.5x78 (Narrow),250x52.5x78;300x52.5x78(N)
Komatsu,PC 24MR-5,250x52.5x76;250x52.5x76,250x52.5x76;250x52.5x76 (Narrow),250x52.5x76;250x52.5x76(N)
Komatsu,PC 25,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 25 avance R (1001 < SN &lt; 6470),300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 25 avance R (SN > 6471),300x52.5x84;300x52.5x84,300x52.5x84;300x52.5x84 (Narrow),300x52.5x84;300x52.5x84(N)
Komatsu,PC 25-1 (SN > 6470),300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 25-2,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 25-7,300x55x82;300x52.5x84,300x55x82;300x52.5x84 (Narrow),300x55x82;300x52.5x84(N)
Komatsu,PC 25E-1 (SN > 6470),300x55x82;300x52.5x84,300x55x82;300x52.5x84 (Narrow),300x55x82;300x52.5x84(N)
Komatsu,PC 25R,300x52.5x80;300x52.5x80;300x55x77,300x52.5x80;300x52.5x80 (Narrow);300x55x77,300x52.5x80;300x52.5x80(N);300x55x77
Komatsu,PC 25R-8,300x52.5x80;300x52.5x80;300x55x77,300x52.5x80;300x52.5x80 (Narrow);300x55x77,300x52.5x80;300x52.5x80(N);300x55x77
Komatsu,PC 26MR,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Komatsu,PC 26MR-5,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Komatsu,PC 27,300x109x39;300x52.5x80;300x55x77,300x109x39;300x52.5x80 (Narrow);300x55x77,300x109x39;300x52.5x80(N);300x55x77
Komatsu,PC 27MR,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Komatsu,PC 27MR-1 avance (SN > 10001),300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Komatsu,PC 27MR-2,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Komatsu,PC 27MR-3,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Komatsu,PC 27MRX,300x52.5x80;300x52.5x80,300x52.5x80;300x52.5x80 (Narrow),300x52.5x80;300x52.5x80(N)
Komatsu,PC 27R,300x55x78;300x55x78,300x55x78;300x55x78 (Narrow),300x55x78;300x55x78(N)
Komatsu,PC 27R Utility,300x55x78;300x55x78,300x55x78;300x55x78 (Narrow),300x55x78;300x55x78(N)
Komatsu,PC 27R-8,300x109x39;300x52.5x80;300x55x77,300x109x39;300x52.5x80 (Narrow);300x55x77,300x109x39;300x52.5x80(N);300x55x77
Komatsu,PC 27R-8E Deluxe,300x55x78;300x55x77,300x55x78;300x55x77 (Narrow),300x55x78;300x55x77(N)
Komatsu,PC 28,260x109x39;300x52.5x80;260x100x42;300x52.5x80;300x55x77,260x109x39;300x52.5x80;260x100x42;300x52.5x80 (Narrow);300x55x77,260x109x39;300x52.5x80;260x100x42;300x52.5x80(N);300x55x77
Komatsu,PC 28 UU-3 avance (SN > 30001),300x52.5x80;300x52.5x80;300x55x77,300x52.5x80;300x52.5x80 (Narrow);300x55x77,300x52.5x80;300x52.5x80(N);300x55x77
Komatsu,PC 28-1 (S/N > 2358),260x109x39;300x52.5x80;300x55x77,260x109x39;300x52.5x80 (Narrow);300x55x77,260x109x39;300x52.5x80(N);300x55x77
Komatsu,PC 28-2,260x109x39;300x52.5x80;300x55x77,260x109x39;300x52.5x80 (Narrow);300x55x77,260x109x39;300x52.5x80(N);300x55x77
Komatsu,PC 28-2 avance (7001 < SN &lt; 10800),300x109x39;300x52.5x80;300x55x77,300x109x39;300x52.5x80 (Narrow);300x55x77,300x109x39;300x52.5x80(N);300x55x77
Komatsu,PC 28-2 avance (SN > 10801),300x52.5x80;300x52.5x80;300x55x77,300x52.5x80;300x52.5x80 (Narrow);300x55x77,300x52.5x80;300x52.5x80(N);300x55x77
Komatsu,PC 28R,260x109x39;300x52.5x80;300x55x77,260x109x39;300x52.5x80 (Narrow);300x55x77,260x109x39;300x52.5x80(N);300x55x77
Komatsu,PC 28uu,260x109x39;300x52.5x80;300x55x77,260x109x39;300x52.5x80 (Narrow);300x55x77,260x109x39;300x52.5x80(N);300x55x77
Komatsu,PC 28uu-1,260x109x39;300x52.5x80;300x55x77,260x109x39;300x52.5x80 (Narrow);300x55x77,260x109x39;300x52.5x80(N);300x55x77
Komatsu,PC 28uu-2,260x109x39;300x52.5x80;300x55x77,260x109x39;300x52.5x80 (Narrow);300x55x77,260x109x39;300x52.5x80(N);300x55x77
Komatsu,PC 28uu-3,300x52.5x80;300x52.5x80;300x55x77,300x52.5x80;300x52.5x80 (Narrow);300x55x77,300x52.5x80;300x52.5x80(N);300x55x77
Komatsu,PC 30,300x109x41;320x100x45;300x52.5x84;300x55x81,300x109x41;320x100x45;300x52.5x84 (Narrow);300x55x81,300x109x41;320x100x45;300x52.5x84(N);300x55x81
Komatsu,PC 30 avance R,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 30 avance R (SN > 26423),300x52.5x84;300x52.5x84,300x52.5x84;300x52.5x84 (Narrow),300x52.5x84;300x52.5x84(N)
Komatsu,PC 30-5,300x109x41;320x100x45;300x52.5x84;300x55x81,300x109x41;320x100x45;300x52.5x84 (Narrow);300x55x81,300x109x41;320x100x45;300x52.5x84(N);300x55x81
Komatsu,PC 30-6,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 30-7 (S/N < F18384),300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 30-7 (S/N > F18384),300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 30-7E,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 30-8,300x109x41;300x55x81,300x109x41;300x55x81,300x109x41;300x55x81
Komatsu,PC 30FR-1,300x55x78;300x55x78,300x55x78;300x55x78 (Narrow),300x55x78;300x55x78(N)
Komatsu,PC 30FR-2,300x55.5x82,300x55.5x82,300x55.5x82
Komatsu,PC 30MR,300x52.5x84;300x52.5x84;300x55x81,300x52.5x84;300x52.5x84 (Narrow);300x55x81,300x52.5x84;300x52.5x84(N);300x55x81
Komatsu,PC 30MR-1,300x52.5x84;300x52.5x84;300x55x81,300x52.5x84;300x52.5x84 (Narrow);300x55x81,300x52.5x84;300x52.5x84(N);300x55x81
Komatsu,PC 30MR-1 (> 05/04 mfg),300x52.5x86;300x52.5x86,300x52.5x86;300x52.5x86 (Narrow),300x52.5x86;300x52.5x86(N)
Komatsu,PC 30MR-2,300x52.5x86;300x52.5x86,300x52.5x86;300x52.5x86 (Narrow),300x52.5x86;300x52.5x86(N)
Komatsu,PC 30MR-3,300x52.5x86;300x52.5x86,300x52.5x86;300x52.5x86 (Narrow),300x52.5x86;300x52.5x86(N)
Komatsu,PC 30MRX,300x52.5x84;300x52.5x84,300x52.5x84;300x52.5x84 (Narrow),300x52.5x84;300x52.5x84(N)
Komatsu,PC 30R,300x52.5x84;300x52.5x84;300x55x81,300x52.5x84;300x52.5x84 (Narrow);300x55x81,300x52.5x84;300x52.5x84(N);300x55x81
Komatsu,PC 30R-8,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 30R-8 avance (SN > 10001),300x52.5x84;300x52.5x84;300x55x81,300x52.5x84;300x52.5x84 (Narrow);300x55x81,300x52.5x84;300x52.5x84(N);300x55x81
Komatsu,PC 30uu-2,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 30uu-3,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 35,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 35-8,300x52.5x84;300x52.5x84,300x52.5x84;300x52.5x84 (Narrow),300x52.5x84;300x52.5x84(N)
Komatsu,PC 35MR,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 35MR-1,300x52.5x84;300x52.5x84;300x55x81,300x52.5x84;300x52.5x84 (Narrow);300x55x81,300x52.5x84;300x52.5x84(N);300x55x81
Komatsu,PC 35MR-1 (> 05/04 mfg),300x52.5x86;300x52.5x86,300x52.5x86;300x52.5x86 (Narrow),300x52.5x86;300x52.5x86(N)
Komatsu,PC 35MR-2,300x52.5x86;300x52.5x86,300x52.5x86;300x52.5x86 (Narrow),300x52.5x86;300x52.5x86(N)
Komatsu,PC 35MR-3,300x52.5x86;300x52.5x86,300x52.5x86;300x52.5x86 (Narrow),300x52.5x86;300x52.5x86(N)
Komatsu,PC 35MR-5,300x52.5x86;300x52.5x86,300x52.5x86;300x52.5x86 (Narrow),300x52.5x86;300x52.5x86(N)
Komatsu,PC 35MRX,300x52.5x84;300x52.5x84;300x55x81,300x52.5x84;300x52.5x84 (Narrow);300x55x81,300x52.5x84;300x52.5x84(N);300x55x81
Komatsu,PC 35R,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 35R Utility,300x55x82;300x52.5x84,300x55x82;300x52.5x84 (Narrow),300x55x82;300x52.5x84(N)
Komatsu,PC 35R-8 Deluxe,300x52.5x84;300x52.5x84,300x52.5x84;300x52.5x84 (Narrow),300x52.5x84;300x52.5x84(N)
Komatsu,PC 35R-8 [OEM 300x109x41],300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 35R-8 [OEM 300x55x82],300x55x82;300x55x81,300x55x82;300x55x81 (Narrow),300x55x82;300x55x81(N)
Komatsu,PC 35R-8 avance (SN > 35001),300x52.5x84,300x52.5x84,300x52.5x84
Komatsu,PC 38,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 38-2,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 38-2 avance R,300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 38uu-2,300x55x82;300x52.5x86,300x55x82;300x52.5x86 (Narrow),300x55x82;300x52.5x86(N)
Komatsu,PC 38uu-2 avance (3001 < SN &lt; 4482),300x109x41;300x52.5x84;300x55x81,300x109x41;300x52.5x84 (Narrow);300x55x81,300x109x41;300x52.5x84(N);300x55x81
Komatsu,PC 38uu-2 avance (SN > 4483),300x52.5x84;300x52.5x84;300x55x81,300x52.5x84;300x52.5x84 (Narrow);300x55x81,300x52.5x84;300x52.5x84(N);300x55x81
Komatsu,PC 38uu-3,300x55x82;300x52.5x86,300x55x82;300x52.5x86 (Narrow),300x55x82;300x52.5x86(N)
Komatsu,PC 38uuM-2,300x55x82;300x52.5x86,300x55x82;300x52.5x86 (Narrow),300x55x82;300x52.5x86(N)
Komatsu,PC 38uuM-2 avance (SN > 1001),300x52.5x84;300x52.5x84;300x55x81,300x52.5x84;300x52.5x84 (Narrow);300x55x81,300x52.5x84;300x52.5x84(N);300x55x81
Komatsu,PC 40 avance R (> 24521),40x73x72;400x72.5x72,40x73x72;400x72.5x72 (Narrow),40x73x72;400x72.5x72(N)
Komatsu,PC 40-7 (SN > 24521),400x73x72;400x72.5x72,400x73x72;400x72.5x72 (Narrow),400x73x72;400x72.5x72(N)
