brand,model_name,full_name,equipment_type,created_at,updated_at
Kubota,U25-3,Kubota U25-3,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Kubota,U35-4,Kubota U35-4,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Kubota,U35S,Kubota U35S,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Kubota,U45,Kubota U45,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Kubota,U45-3,Kubota U45-3,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Kubota,U55,Kubota U55,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Kubota,U55-4,Kubota U55-4,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
New Holland,EC15,New Holland EC15,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
New Holland,EC35,New Holland EC35,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
SANY,SY35U,SANY SY35U,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
SANY,SY50,SANY SY50,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
SANY,SY60C,SANY SY60C,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
SANY,SY75C,SANY SY75C,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
SANY,SY80U,SANY SY80U,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB008,Takeuchi TB008,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB015,Takeuchi TB015,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB016,Takeuchi TB016,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB025,Takeuchi TB025,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB035,Takeuchi TB035,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB080,Takeuchi TB080,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB125,Takeuchi TB125,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB135,Takeuchi TB135,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB138FR,Takeuchi TB138FR,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB145,Takeuchi TB145,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB153FR,Takeuchi TB153FR,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB175,Takeuchi TB175,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB180FR,Takeuchi TB180FR,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB230,Takeuchi TB230,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB235,Takeuchi TB235,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB240,Takeuchi TB240,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB250A,Takeuchi TB250A,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB260,Takeuchi TB260,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB280FR,Takeuchi TB280FR,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB285,Takeuchi TB285,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB370,Takeuchi TB370,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Takeuchi,TB53FR,Takeuchi TB53FR,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,EC15B,Volvo EC15B,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,EC20,Volvo EC20,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,EC25,Volvo EC25,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,EC35,Volvo EC35,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,EC45,Volvo EC45,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,EC55,Volvo EC55,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,EC55B,Volvo EC55B,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,EC55C,Volvo EC55C,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,ECR25D,Volvo ECR25D,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,ECR38,Volvo ECR38,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,ECR40D,Volvo ECR40D,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,ECR48C,Volvo ECR48C,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,ECR58,Volvo ECR58,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Volvo,ECR88,Volvo ECR88,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Wacker Neuson,28Z3,Wacker Neuson 28Z3,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Wacker Neuson,3503,Wacker Neuson 3503,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
Wacker Neuson,38Z3,Wacker Neuson 38Z3,Mini Excavator,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
